method,name,period,distance
Transit,Kepler-1206 b,1.21699766,807
Transit,Kepler-1205 b,1.07839035,766
Transit,Kepler-1204 b,85.7350285,1282
Transit,Kepler-1203 b,0.58800076,269
Transit,Kepler-1202 b,28.6851324,1393
Transit,Kepler-1201 b,15.18725932,1202
Transit,Kepler-1200 b,1.11854972,579
Transit,Kepler-1199 b,15.0447198,540
Transit,Kepler-1198 b,7.6847716,777
Transit,Kepler-1197 b,2.03231845,505
Transit,Kepler-1196 b,66.1849031,946
Transit,Kepler-1195 b,8.49642241,812
Transit,Kepler-1194 b,16.22371307,616
Transit,Kepler-1193 b,2.83265213,695
Transit,Kepler-1192 b,25.2034787,1108
Transit,Kepler-1191 b,5.60014851,876
Transit,Kepler-1190 b,10.45843441,384
Transit,Kepler-1189 b,3.78858982,883
Transit,Kepler-1188 b,17.1369543,1202
Transit,Kepler-1187 b,18.87064068,1029
Transit,Kepler-1186 b,16.07677615,1112
Transit,Kepler-1185 b,104.3518976,296
Transit,Kepler-1184 b,53.5991044,1193
Transit,Kepler-1183 b,28.5057189,1378
Transit,Kepler-1182 b,11.17394617,1258
Transit,Kepler-1181 b,4.89337519,867
Transit,Kepler-1180 b,16.8601286,1284
Transit,Kepler-1179 b,2.68505749,454
Transit,Kepler-1178 b,31.80634,336
Transit,Kepler-1177 b,106.247547,829
Transit,Kepler-1176 b,24.1738579,1023
Transit,Kepler-1175 b,37.94563,1244
Transit,Kepler-1174 b,6.89225223,829
Transit,Kepler-1173 b,0.7698536,402
Transit,Kepler-1172 b,26.0204423,1292
Transit,Kepler-1171 b,1.44259224,615
Transit,Kepler-1170 b,9.98969327,911
Transit,Kepler-1169 b,6.11009134,538
Transit,Kepler-1168 b,55.8226539,911
Transit,Kepler-1167 b,1.00393374,811
Transit,Kepler-1166 b,33.2406882,648
Transit,Kepler-1165 b,9.478522,1081
Transit,Kepler-1164 b,3.97599768,447
Transit,Kepler-1163 b,6.11786898,487
Transit,Kepler-1162 b,32.5637069,989
Transit,Kepler-1161 b,10.71252541,428
Transit,Kepler-1160 b,7.97034958,1293
Transit,Kepler-1159 b,22.70816791,1238
Transit,Kepler-1158 b,13.5396293,1258
Transit,Kepler-1157 b,4.45743164,346
Transit,Kepler-1156 b,11.89520511,759
Transit,Kepler-1155 b,33.469743,987
Transit,Kepler-1154 c,8.45808312,1531
Transit,Kepler-1154 b,5.1856142,1531
Transit,Kepler-1153 b,1.75583533,1185
Transit,Kepler-1152 b,1.64680191,184
Transit,Kepler-1151 b,65.6478424,763
Transit,Kepler-1150 b,2.78786839,373
Transit,Kepler-1149 b,3.73089898,1023
Transit,Kepler-1148 b,1.10446351,682
Transit,Kepler-1147 b,10.62784997,1476
Transit,Kepler-1146 b,2.3522658,694
Transit,Kepler-1145 b,3.97076766,714
Transit,Kepler-1144 b,17.14647302,1012
Transit,Kepler-1143 c,210.630591,632
Transit,Kepler-1143 b,2.88890485,632
Transit,Kepler-1142 b,18.3027248,697
Transit,Kepler-1141 b,2.34451194,365
Transit,Kepler-1140 b,24.0862707,657
Transit,Kepler-1139 b,0.81316672,555
Transit,Kepler-1138 b,3.17060005,1101
Transit,Kepler-1137 b,23.9210791,971
Transit,Kepler-1136 b,2.36172433,545
Transit,Kepler-1135 b,76.957857,728
Transit,Kepler-1134 b,17.13263989,997
Transit,Kepler-1133 b,11.55562343,821
Transit,Kepler-1132 b,62.8916228,940
Transit,Kepler-1131 b,3.53232449,1109
Transit,Kepler-1130 b,5.45298175,234
Transit,Kepler-1129 c,76.5369586,1258
Transit,Kepler-1129 b,24.3397804,1258
Transit,Kepler-1128 b,61.6178167,1163
Transit,Kepler-1127 b,5.12330347,996
Transit,Kepler-1126 b,108.593329,668
Transit,Kepler-1125 b,17.6700642,910
Transit,Kepler-1124 b,2.85234897,177
Transit,Kepler-1123 b,4.33946454,796
Transit,Kepler-1122 b,42.1917357,924
Transit,Kepler-1121 b,13.15141081,529
Transit,Kepler-1120 b,2.94902905,635
Transit,Kepler-1119 b,8.3265153,1288
Transit,Kepler-1118 b,38.6715075,818
Transit,Kepler-1117 b,4.79028459,619
Transit,Kepler-1116 b,41.6977827,1017
Transit,Kepler-1115 b,23.5540725,935
Transit,Kepler-1114 b,14.97435694,427
Transit,Kepler-1113 b,42.3004954,1127
Transit,Kepler-1112 b,14.36267939,1734
Transit,Kepler-1111 b,8.79617863,1142
Transit,Kepler-1110 b,9.69312032,726
Transit,Kepler-1109 b,37.6467384,797
Transit,Kepler-1108 b,4.51005748,764
Transit,Kepler-1107 b,0.57103852,457
Transit,Kepler-1106 b,1.25275217,1168
Transit,Kepler-1105 b,4.42157218,369
Transit,Kepler-1104 b,5.03728015,516
Transit,Kepler-1103 b,19.79191978,921
Transit,Kepler-1102 b,51.3285623,986
Transit,Kepler-1101 b,81.3151059,897
Transit,Kepler-1100 b,6.42200058,940
Transit,Kepler-1099 b,2.16845259,1209
Transit,Kepler-1098 b,2.54307286,876
Transit,Kepler-1097 b,187.747029,738
Transit,Kepler-1096 b,2.89221751,344
Transit,Kepler-1095 b,4.27103091,758
Transit,Kepler-1094 b,78.1000231,1371
Transit,Kepler-1093 c,89.722292,848
Transit,Kepler-1093 b,25.0824626,848
Transit,Kepler-1092 b,58.6017925,914
Transit,Kepler-1091 b,1.43474156,915
Transit,Kepler-1090 b,198.680179,702
Transit,Kepler-1089 b,5.13248562,227
Transit,Kepler-1088 b,23.12748644,300
Transit,Kepler-1087 b,0.69384285,354
Transit,Kepler-1086 c,161.5163345,464
Transit,Kepler-1086 b,18.78425728,464
Transit,Kepler-1085 b,219.3217528,1518
Transit,Kepler-1084 b,2.05333679,427
Transit,Kepler-1083 b,33.4177993,912
Transit,Kepler-1082 b,1.5432066,628
Transit,Kepler-1081 b,3.85691855,425
Transit,Kepler-1080 b,77.2548396,688
Transit,Kepler-1079 b,13.24503188,481
Transit,Kepler-1078 b,3.00725242,1215
Transit,Kepler-1077 b,34.3511874,1098
Transit,Kepler-1076 b,6.14727918,199
Transit,Kepler-1075 b,1.52372816,265
Transit,Kepler-1074 b,5.94566534,245
Transit,Kepler-1073 c,4.02582254,837
Transit,Kepler-1073 b,8.67888593,837
Transit,Kepler-1072 b,1.5690665,976
Transit,Kepler-1071 b,6.1799844,964
Transit,Kepler-1070 b,6.2216147,1040
Transit,Kepler-1069 b,23.8990296,435
Transit,Kepler-1068 b,16.92344113,1532
Transit,Kepler-1067 b,0.76212926,689
Transit,Kepler-1066 b,1.93155984,399
Transit,Kepler-1065 c,2.37030743,1078
Transit,Kepler-1065 b,3.60930891,1078
Transit,Kepler-1064 b,16.54080322,374
Transit,Kepler-1063 b,14.07971466,365
Transit,Kepler-1062 b,9.30412078,388
Transit,Kepler-1061 b,2.75798267,585
Transit,Kepler-1060 b,46.8779367,861
Transit,Kepler-1059 b,3.76419105,673
Transit,Kepler-1058 b,110.96546,525
Transit,Kepler-1057 b,14.08827448,1462
Transit,Kepler-1056 b,27.495606,971
Transit,Kepler-1055 b,2.29503623,422
Transit,Kepler-1054 b,4.30655689,1050
Transit,Kepler-1053 b,2.41435165,171
Transit,Kepler-1052 b,34.8538276,1051
Transit,Kepler-1051 b,25.96200249,1021
Transit,Kepler-1050 c,21.1284569,555
Transit,Kepler-1050 b,15.3787546,555
Transit,Kepler-1049 b,3.27346074,129
Transit,Kepler-1048 b,6.92101021,415
Transit,Kepler-1047 c,3.18897601,566
Transit,Kepler-1047 b,56.1886887,566
Transit,Kepler-1046 b,14.37508035,518
Transit,Kepler-1045 b,26.41045478,971
Transit,Kepler-1044 b,6.77408868,1507
Transit,Kepler-1043 b,38.5053398,838
Transit,Kepler-1042 b,10.13202575,659
Transit,Kepler-1041 b,24.7576421,979
Transit,Kepler-1040 b,201.1214,473
Transit,Kepler-1039 b,0.93488424,324
Transit,Kepler-1038 b,148.4603382,622
Transit,Kepler-1037 b,1.06378867,451
Transit,Kepler-1036 b,122.8808058,507
Transit,Kepler-1035 b,2.71407755,408
Transit,Kepler-1034 b,12.12400943,706
Transit,Kepler-1033 b,7.56052806,1425
Transit,Kepler-1032 b,3.29011795,607
Transit,Kepler-1031 b,1.22621732,741
Transit,Kepler-1030 b,19.32952416,795
Transit,Kepler-1029 b,4.41769648,422
Transit,Kepler-1028 b,2.51462432,633
Transit,Kepler-1027 b,1.9078052,291
Transit,Kepler-1026 b,36.5156053,389
Transit,Kepler-1025 b,37.3229493,716
Transit,Kepler-1024 b,66.4162133,1017
Transit,Kepler-1023 b,62.1387714,686
Transit,Kepler-1022 b,10.99469878,455
Transit,Kepler-1021 b,13.47469571,837
Transit,Kepler-1020 b,96.9151496,446
Transit,Kepler-1019 b,1.41122985,198
Transit,Kepler-1018 b,49.1013514,894
Transit,Kepler-1017 b,7.23400469,554
Transit,Kepler-1016 c,105.6551369,1239
Transit,Kepler-1016 b,1.95452434,1239
Transit,Kepler-1015 b,16.00494214,932
Transit,Kepler-1014 b,16.57110363,672
Transit,Kepler-1013 b,18.93054959,433
Transit,Kepler-1012 b,5.50860439,420
Transit,Kepler-1011 b,5.75322197,860
Transit,Kepler-1010 b,34.2685705,610
Transit,Kepler-1009 b,11.35011917,281
Transit,Kepler-1008 b,12.43931193,299
Transit,Kepler-1007 b,5.18500207,365
Transit,Kepler-1006 b,19.76172042,496
Transit,Kepler-1005 b,6.49801525,515
Transit,Kepler-1004 b,5.28789787,1080
Transit,Kepler-1003 b,3.55485691,873
Transit,Kepler-1002 b,4.33642933,425
Transit,Kepler-1001 b,14.30511983,1009
Transit,Kepler-1000 b,120.0181272,925
Transit,Kepler-999 b,5.99185702,568
Transit,Kepler-998 b,5.65377733,996
Transit,Kepler-997 b,2.70730672,470
Transit,Kepler-996 b,3.77059058,1098
Transit,Kepler-995 b,28.26731672,659
Transit,Kepler-994 b,1.15116651,170
Transit,Kepler-993 b,22.08557563,298
Transit,Kepler-992 b,20.16034462,268
Transit,Kepler-991 b,82.5342519,370
Transit,Kepler-990 c,0.53835431,933
Transit,Kepler-990 b,9.91723428,933
Transit,Kepler-989 b,7.96431535,484
Transit,Kepler-988 b,17.76080053,248
Transit,Kepler-987 b,105.3033148,936
Transit,Kepler-986 b,56.4349938,563
Transit,Kepler-985 b,116.331901,741
Transit,Kepler-984 b,43.0342272,461
Transit,Kepler-983 b,60.0855082,655
Transit,Kepler-982 b,15.7738221,702
Transit,Kepler-981 b,4.46975774,913
Transit,Kepler-980 b,11.55102504,804
Transit,Kepler-979 b,8.0880135,606
Transit,Kepler-978 b,49.6221509,624
Transit,Kepler-977 b,26.85328322,664
Transit,Kepler-976 b,105.9564148,1020
Transit,Kepler-975 b,1.97034246,404
Transit,Kepler-974 b,4.19449651,121
Transit,Kepler-973 b,49.6077331,297
Transit,Kepler-972 b,7.03932553,1304
Transit,Kepler-971 b,9.59070716,345
Transit,Kepler-970 b,16.73652231,350
Transit,Kepler-969 c,1.6829346,411
Transit,Kepler-969 b,34.1731714,411
Transit,Kepler-968 c,5.70940492,312
Transit,Kepler-968 b,3.69298373,312
Transit,Kepler-967 c,198.7112502,499
Transit,Kepler-967 b,13.22713379,499
Transit,Kepler-966 b,99.747622,773
Transit,Kepler-965 b,134.2527298,618
Transit,Kepler-964 b,13.5225106,478
Transit,Kepler-963 b,9.97683705,786
Transit,Kepler-962 b,12.05707239,439
Transit,Kepler-961 b,16.87727414,607
Transit,Kepler-960 b,3.12686223,298
Transit,Kepler-959 b,14.80074836,1003
Transit,Kepler-958 b,9.7678805,467
Transit,Kepler-957 b,5.90741354,749
Transit,Kepler-956 b,5.24867263,631
Transit,Kepler-955 b,14.53244172,637
Transit,Kepler-954 b,16.78176602,224
Transit,Kepler-953 c,9.10967112,240
Transit,Kepler-953 b,88.40655258,240
Transit,Kepler-952 b,130.3546919,1167
Transit,Kepler-951 b,71.52530845,408
Transit,Kepler-950 b,98.7180406,1489
Transit,Kepler-949 b,8.6893073,572
Transit,Kepler-948 b,7.76846622,884
Transit,Kepler-947 b,26.9644317,1188
Transit,Kepler-946 b,11.79162572,918
Transit,Kepler-945 b,31.0033814,1543
Transit,Kepler-944 b,43.3167737,1035
Transit,Kepler-943 b,49.7701438,1239
Transit,Kepler-942 b,44.96417488,218
Transit,Kepler-941 b,17.42395198,1105
Transit,Kepler-940 b,59.6225257,1317
Transit,Kepler-939 b,14.878296,1029
Transit,Kepler-938 b,52.6298417,861
Transit,Kepler-937 c,153.343364,1482
Transit,Kepler-937 b,67.668827,1482
Transit,Kepler-936 b,10.56134221,687
Transit,Kepler-935 b,4.88083852,482
Transit,Kepler-934 b,55.6738309,603
Transit,Kepler-933 b,14.20443009,922
Transit,Kepler-932 b,1.9214374,478
Transit,Kepler-931 b,8.03755877,490
Transit,Kepler-930 b,71.4517775,905
Transit,Kepler-929 b,0.92103214,820
Transit,Kepler-928 b,3.9324613,532
Transit,Kepler-927 b,9.1149903,879
Transit,Kepler-926 b,52.0688601,771
Transit,Kepler-925 b,33.8678531,623
Transit,Kepler-924 b,61.0370117,995
Transit,Kepler-923 b,6.93366476,966
Transit,Kepler-922 b,0.93846683,558
Transit,Kepler-921 b,51.300634,847
Transit,Kepler-920 c,100.8274113,926
Transit,Kepler-920 b,6.53192704,926
Transit,Kepler-919 b,11.04603384,1219
Transit,Kepler-918 b,4.85386933,1245
Transit,Kepler-917 b,2.97041437,1027
Transit,Kepler-916 b,32.2968798,769
Transit,Kepler-915 b,4.59489604,806
Transit,Kepler-914 b,4.40966548,678
Transit,Kepler-913 b,10.29672521,597
Transit,Kepler-912 b,2.53475627,1265
Transit,Kepler-911 b,20.310501,567
Transit,Kepler-910 b,2.36436901,402
Transit,Kepler-909 b,13.93290318,318
Transit,Kepler-908 b,1.34059747,250
Transit,Kepler-907 b,15.86621821,352
Transit,Kepler-906 b,41.6979976,758
Transit,Kepler-905 b,5.08274652,521
Transit,Kepler-904 b,3.02166863,1151
Transit,Kepler-903 c,62.9228557,829
Transit,Kepler-903 b,10.3507721,829
Transit,Kepler-902 b,40.1099547,904
Transit,Kepler-901 b,3.51749439,241
Transit,Kepler-900 b,6.9913086,505
Transit,Kepler-899 b,19.17891293,1038
Transit,Kepler-898 b,5.8706191,479
Transit,Kepler-897 b,8.0472642,1147
Transit,Kepler-896 b,144.547396,896
Transit,Kepler-895 b,2.80624233,516
Transit,Kepler-894 b,9.803224,1090
Transit,Kepler-893 b,6.33855761,1216
Transit,Kepler-892 b,13.7521072,640
Transit,Kepler-891 b,53.44945593,1372
Transit,Kepler-890 b,52.75875577,1387
Transit,Kepler-889 b,3.744439,513
Transit,Kepler-888 b,70.6979061,413
Transit,Kepler-887 c,7.63846023,831
Transit,Kepler-887 b,20.42228798,831
Transit,Kepler-886 b,6.24146367,857
Transit,Kepler-885 b,18.11472949,632
Transit,Kepler-884 b,5.69919514,420
Transit,Kepler-883 b,12.98495573,549
Transit,Kepler-882 b,3.98953967,525
Transit,Kepler-881 b,4.44448017,1364
Transit,Kepler-880 b,7.71468975,673
Transit,Kepler-879 b,33.3855938,772
Transit,Kepler-878 b,25.9422033,567
Transit,Kepler-877 b,18.45847097,572
Transit,Kepler-876 b,5.14438011,735
Transit,Kepler-875 b,27.5073799,1244
Transit,Kepler-874 b,40.0686727,1072
Transit,Kepler-873 b,20.5533844,1397
Transit,Kepler-872 b,2.57885507,1114
Transit,Kepler-871 b,22.0459018,1695
Transit,Kepler-870 b,21.3587621,1231
Transit,Kepler-869 b,40.4287755,957
Transit,Kepler-868 b,5.03251791,1269
Transit,Kepler-867 b,150.242127,824
Transit,Kepler-866 b,2.61703254,690
Transit,Kepler-865 b,14.16399294,664
Transit,Kepler-864 b,5.83376092,1573
Transit,Kepler-863 b,15.59461874,1145
Transit,Kepler-862 b,3.14866453,806
Transit,Kepler-861 b,3.94963138,806
Transit,Kepler-860 b,5.10137945,1295
Transit,Kepler-859 b,20.38177573,915
Transit,Kepler-858 b,76.13602028,296
Transit,Kepler-857 b,85.35129427,1039
Transit,Kepler-856 b,8.02768059,1175
Transit,Kepler-855 b,7.8866311,1043
Transit,Kepler-854 b,2.14463285,741
Transit,Kepler-853 b,7.16892463,610
Transit,Kepler-852 b,44.9309804,854
Transit,Kepler-851 b,8.50699658,869
Transit,Kepler-850 b,7.19303878,1535
Transit,Kepler-849 b,394.6244904,747
Transit,Kepler-848 b,6.91134416,797
Transit,Kepler-847 b,2.3432319,529
Transit,Kepler-846 b,19.80792185,1233
Transit,Kepler-845 b,0.92785982,471
Transit,Kepler-844 b,2.61302086,394
Transit,Kepler-843 b,2.05387982,1247
Transit,Kepler-842 b,1.21956827,552
Transit,Kepler-841 b,124.4198398,1052
Transit,Kepler-840 b,2.49577962,778
Transit,Kepler-839 b,37.8144514,833
Transit,Kepler-838 b,15.74957994,1210
Transit,Kepler-837 b,16.56059504,846
Transit,Kepler-836 b,11.36112327,1003
Transit,Kepler-835 b,11.41909375,2011
Transit,Kepler-834 b,13.32388301,620
Transit,Kepler-833 b,18.7546998,421
Transit,Kepler-832 b,7.1396941,1346
Transit,Kepler-831 b,5.62153941,577
Transit,Kepler-830 b,11.29695137,1122
Transit,Kepler-829 b,6.88337562,954
Transit,Kepler-828 b,0.56785714,625
Transit,Kepler-827 b,51.92927591,1352
Transit,Kepler-826 b,4.48758907,649
Transit,Kepler-825 c,8.1818246,820
Transit,Kepler-825 b,3.77360059,820
Transit,Kepler-824 b,4.51436633,1352
Transit,Kepler-823 b,4.16809082,896
Transit,Kepler-822 b,3.22296927,956
Transit,Kepler-821 b,1.92279873,619
Transit,Kepler-820 b,127.8338098,989
Transit,Kepler-819 b,33.1995648,722
Transit,Kepler-818 b,10.03538581,967
Transit,Kepler-817 b,3.99010623,1401
Transit,Kepler-816 b,10.50682565,1059
Transit,Kepler-815 b,8.57503552,1199
Transit,Kepler-814 b,6.1469851,1327
Transit,Kepler-813 b,19.12947337,840
Transit,Kepler-812 b,10.11716531,1482
Transit,Kepler-811 b,23.58447697,847
Transit,Kepler-810 b,4.59725385,1554
Transit,Kepler-809 b,55.63934,933
Transit,Kepler-808 b,0.63133235,321
Transit,Kepler-807 b,117.9310878,1312
Transit,Kepler-806 b,8.09219642,260
Transit,Kepler-805 b,30.8638931,657
Transit,Kepler-804 c,9.65185017,648
Transit,Kepler-804 b,14.37457351,648
Transit,Kepler-803 b,50.28638192,615
Transit,Kepler-802 b,40.0587473,828
Transit,Kepler-801 b,11.41928253,419
Transit,Kepler-800 b,14.13176026,1049
Transit,Kepler-799 b,133.4605235,1029
Transit,Kepler-798 b,13.71933369,1085
Transit,Kepler-797 b,27.07237711,752
Transit,Kepler-796 b,6.40087618,377
Transit,Kepler-795 b,29.6193421,458
Transit,Kepler-794 b,11.13125132,763
Transit,Kepler-793 b,4.24153639,794
Transit,Kepler-792 b,11.30119217,1205
Transit,Kepler-791 b,14.5539759,1447
Transit,Kepler-790 b,13.73469807,727
Transit,Kepler-789 b,8.63847725,915
Transit,Kepler-788 b,8.39846269,1649
Transit,Kepler-787 b,0.9283105,468
Transit,Kepler-786 b,53.5293487,512
Transit,Kepler-785 b,1.97376093,666
Transit,Kepler-784 b,31.5922646,604
Transit,Kepler-783 b,4.29264638,544
Transit,Kepler-782 b,158.6853308,412
Transit,Kepler-781 b,13.2140732,1036
Transit,Kepler-780 b,0.67737516,520
Transit,Kepler-779 b,7.09714223,224
Transit,Kepler-778 b,3.75574426,899
Transit,Kepler-777 b,5.72812599,383
Transit,Kepler-776 b,4.89718784,727
Transit,Kepler-775 b,0.97486893,400
Transit,Kepler-774 b,11.0895723,1190
Transit,Kepler-773 b,3.74910006,528
Transit,Kepler-772 b,12.99207337,689
Transit,Kepler-771 b,8.73485836,1000
Transit,Kepler-770 d,4.15244722,761
Transit,Kepler-770 c,1.47532231,761
Transit,Kepler-770 b,18.92540274,761
Transit,Kepler-769 c,15.9870174,1362
Transit,Kepler-769 b,7.42608998,1362
Transit,Kepler-768 b,11.3910025,795
Transit,Kepler-767 b,161.5280101,1185
Transit,Kepler-766 b,6.10027804,1614
Transit,Kepler-765 b,27.6655226,1000
Transit,Kepler-764 b,7.33683936,1013
Transit,Kepler-763 b,1.19655156,902
Transit,Kepler-762 b,3.7705521,1465
Transit,Kepler-761 b,10.12804789,867
Transit,Kepler-760 c,2.46697439,782
Transit,Kepler-760 b,8.70419416,782
Transit,Kepler-759 b,41.805985,892
Transit,Kepler-758 e,8.1934719,1353
Transit,Kepler-758 d,20.4966197,1353
Transit,Kepler-758 c,4.75793986,1353
Transit,Kepler-758 b,12.1097104,1353
Transit,Kepler-757 b,1.02267882,1016
Transit,Kepler-756 b,1.22486632,852
Transit,Kepler-755 c,2.85313364,368
Transit,Kepler-755 b,1.26909037,368
Transit,Kepler-754 b,14.5596237,1192
Transit,Kepler-753 b,5.74772501,278
Transit,Kepler-752 b,18.82747265,1075
Transit,Kepler-751 b,17.44490636,748
Transit,Kepler-750 c,4.08899022,1181
Transit,Kepler-750 b,9.42887179,1181
Transit,Kepler-749 b,17.31716585,753
Transit,Kepler-748 b,7.40742793,1271
Transit,Kepler-747 b,35.61760587,855
Transit,Kepler-746 b,3.48159251,450
Transit,Kepler-745 b,9.93143556,1199
Transit,Kepler-744 b,12.06222443,486
Transit,Kepler-743 b,3.17926292,258
Transit,Kepler-742 b,8.36086824,499
Transit,Kepler-741 b,7.03902374,1530
Transit,Kepler-740 b,3.58410122,1262
Transit,Kepler-739 b,12.53248465,1128
Transit,Kepler-738 b,24.58721573,992
Transit,Kepler-737 b,28.59915399,195
Transit,Kepler-736 b,3.60147201,1007
Transit,Kepler-735 b,11.51516988,790
Transit,Kepler-734 b,6.10485286,553
Transit,Kepler-733 b,20.83424726,980
Transit,Kepler-732 c,0.89304124,150
Transit,Kepler-732 b,9.46781405,150
Transit,Kepler-731 b,3.85560355,1311
Transit,Kepler-730 b,6.49168426,1455
Transit,Kepler-729 b,3.16635371,1271
Transit,Kepler-728 b,5.74347727,1236
Transit,Kepler-727 b,5.15448442,892
Transit,Kepler-726 b,21.80451088,838
Transit,Kepler-725 b,39.64317811,778
Transit,Kepler-724 b,3.31494634,862
Transit,Kepler-723 b,4.08227507,965
Transit,Kepler-722 c,105.144749,1375
Transit,Kepler-722 b,4.09357325,1375
Transit,Kepler-721 b,5.39202539,848
Transit,Kepler-720 b,4.70832654,880
Transit,Kepler-719 b,5.00731778,1427
Transit,Kepler-718 b,2.0523499,1520
Transit,Kepler-717 b,4.40840023,1126
Transit,Kepler-716 b,10.37168453,675
Transit,Kepler-715 b,10.00652995,1214
Transit,Kepler-714 b,8.09888799,1460
Transit,Kepler-713 b,7.411141,1003
Transit,Kepler-712 c,226.89047,944
Transit,Kepler-712 b,21.02247699,944
Transit,Kepler-711 b,23.58914398,664
Transit,Kepler-710 b,4.34728553,919
Transit,Kepler-709 b,16.08524954,668
Transit,Kepler-708 b,3.16789194,1241
Transit,Kepler-707 b,2.23749275,626
Transit,Kepler-706 b,41.40831347,810
Transit,Kepler-705 b,56.0560538,251
Transit,Kepler-704 b,3.76182115,1054
Transit,Kepler-703 b,4.58352176,1482
Transit,Kepler-702 b,10.52629406,892
Transit,Kepler-701 b,10.35533177,755
Transit,Kepler-700 b,80.8720639,1061
Transit,Kepler-699 b,27.80756293,888
Transit,Kepler-698 b,16.32976218,1135
Transit,Kepler-697 b,3.70987065,1091
Transit,Kepler-696 b,4.19042557,1285
Transit,Kepler-695 b,3.04033042,620
Transit,Kepler-694 b,6.36584161,1023
Transit,Kepler-693 b,15.37563332,1002
Transit,Kepler-692 b,21.81293494,1000
Transit,Kepler-691 b,8.114379,239
Transit,Kepler-690 b,7.74809437,1653
Transit,Kepler-689 b,22.36656079,1044
Transit,Kepler-688 b,3.89593684,1247
Transit,Kepler-687 b,20.50586978,628
Transit,Kepler-686 b,1.59474546,1203
Transit,Kepler-685 b,1.6255222,1145
Transit,Kepler-684 b,6.77030201,1066
Transit,Kepler-683 b,2.53918318,976
Transit,Kepler-682 b,12.61190667,951
Transit,Kepler-681 b,26.39435646,666
Transit,Kepler-680 b,3.68992629,1342
Transit,Kepler-679 b,12.39358604,968
Transit,Kepler-678 b,7.27503724,875
Transit,Kepler-677 b,6.57531678,1180
Transit,Kepler-676 b,11.59822172,243
Transit,Kepler-675 b,2.33743801,651
Transit,Kepler-674 b,2.24338185,302
Transit,Kepler-673 b,3.72873109,978
Transit,Kepler-672 b,38.3774623,1011
Transit,Kepler-671 b,4.28095859,1139
Transit,Kepler-670 b,2.81650485,980
Transit,Kepler-669 b,4.12554687,1778
Transit,Kepler-668 b,8.35390639,877
Transit,Kepler-667 b,41.43962808,907
Transit,Kepler-666 b,4.49876092,1330
Transit,Kepler-665 b,16.01310205,651
Transit,Kepler-664 b,2.52559332,1386
Transit,Kepler-663 b,4.99678284,1030
Transit,Kepler-662 b,21.67697486,641
Transit,Kepler-661 b,6.02930132,558
Transit,Kepler-660 b,9.27358194,564
Transit,Kepler-659 b,17.671796,688
Transit,Kepler-658 b,1.28707676,341
Transit,Kepler-657 b,24.54350418,1244
Transit,Kepler-656 b,1.26025909,867
Transit,Kepler-655 b,46.4063358,783
Transit,Kepler-654 b,13.72465129,661
Transit,Kepler-653 c,0.90037648,593
Transit,Kepler-653 b,14.70748976,593
Transit,Kepler-652 b,4.18200253,423
Transit,Kepler-651 b,21.38521506,537
Transit,Kepler-650 b,3.03214559,805
Transit,Kepler-649 b,29.90722674,525
Transit,Kepler-648 b,17.4211749,665
Transit,Kepler-647 b,16.2254649,789
Transit,Kepler-646 b,15.87364565,513
Transit,Kepler-645 b,3.27582262,901
Transit,Kepler-644 b,3.1739171,1413
Transit,Kepler-643 b,16.33889626,1029
Transit,Kepler-642 b,4.41745855,1022
Transit,Kepler-641 b,9.48961571,673
Transit,Kepler-640 b,22.24813967,538
Transit,Kepler-639 b,10.21420496,680
Transit,Kepler-638 b,6.07972888,426
Transit,Kepler-637 b,23.20584623,1575
Transit,Kepler-636 b,16.08066115,341
Transit,Kepler-635 b,23.44971004,826
Transit,Kepler-634 b,5.16950177,757
Transit,Kepler-633 b,8.50340718,634
Transit,Kepler-632 b,30.99660733,349
Transit,Kepler-631 b,17.97979059,843
Transit,Kepler-630 b,161.4743937,657
Transit,Kepler-629 b,7.2385854,383
Transit,Kepler-628 b,15.4580567,579
Transit,Kepler-627 b,40.6994443,1143
Transit,Kepler-626 b,14.48585199,690
Transit,Kepler-625 c,4.1653651,502
Transit,Kepler-625 b,7.75192492,502
Transit,Kepler-624 b,14.58649607,731
Transit,Kepler-623 b,9.07097734,811
Transit,Kepler-622 b,14.28226676,259
Transit,Kepler-621 b,2.62811375,389
Transit,Kepler-620 b,12.91375431,1241
Transit,Kepler-619 c,1.20846503,1111
Transit,Kepler-619 b,5.4042722,1111
Transit,Kepler-618 b,3.59576964,1115
Transit,Kepler-617 b,1.68269615,150
Transit,Kepler-616 c,90.4113556,1019
Transit,Kepler-616 b,9.99761851,1019
Transit,Kepler-615 b,10.35584657,330
Transit,Kepler-614 b,14.03491514,571
Transit,Kepler-613 b,15.77979614,864
Transit,Kepler-612 b,3.72215641,932
Transit,Kepler-611 b,2.4370333,906
Transit,Kepler-610 c,151.86392,1113
Transit,Kepler-610 b,6.99692655,1113
Transit,Kepler-609 b,6.52121067,1143
Transit,Kepler-608 b,6.41251504,926
Transit,Kepler-607 b,0.6381632,500
Transit,Kepler-606 b,24.31575992,1208
Transit,Kepler-605 c,2.35895152,570
Transit,Kepler-605 b,3.38353807,570
Transit,Kepler-604 b,25.85501786,981
Transit,Kepler-603 d,6.2171292,967
Transit,Kepler-603 c,127.9075774,967
Transit,Kepler-603 b,21.05358596,967
Transit,Kepler-602 b,15.28469497,971
Transit,Kepler-601 b,5.37886844,429
Transit,Kepler-600 b,23.67517607,624
