method,name,period,distance
Transit,Kepler-211 b,4.138575,322
Transit,Kepler-210 c,7.972513,242
Transit,Kepler-210 b,2.453234,242
Transit,Kepler-209 c,41.749882,584
Transit,Kepler-209 b,16.087845,584
Transit,Kepler-208 e,16.259458,856
Transit,Kepler-208 d,11.131786,856
Transit,Kepler-208 c,7.466623,856
Transit,Kepler-208 b,4.22864,856
Transit,Kepler-207 d,5.868075,760
Transit,Kepler-207 c,3.071571,760
Transit,Kepler-207 b,1.611865,760
Transit,Kepler-206 d,23.44281,617
Transit,Kepler-206 c,13.137471,617
Transit,Kepler-206 b,7.781987,617
Transit,Kepler-205 c,20.306546,150
Transit,Kepler-205 b,2.75564,150
Transit,Kepler-204 c,25.660593,769
Transit,Kepler-204 b,14.400974,769
Transit,Kepler-203 d,11.32972,697
Transit,Kepler-203 c,5.370647,697
Transit,Kepler-203 b,3.162697,697
Transit,Kepler-202 c,16.282493,302
Transit,Kepler-202 b,4.069427,302
Transit,Kepler-201 c,151.884058,613
Transit,Kepler-201 b,25.672083,613
Transit,Kepler-200 c,10.222157,658
Transit,Kepler-200 b,8.594805,658
Transit,Kepler-199 c,67.093408,493
Transit,Kepler-199 b,23.637604,493
Transit,Kepler-198 d,1.31184443,512
Transit,Kepler-198 c,49.567416,512
Transit,Kepler-198 b,17.790037,512
Transit,Kepler-197 e,25.209715,341
Transit,Kepler-197 d,15.677563,341
Transit,Kepler-197 c,10.349695,341
Transit,Kepler-197 b,5.599308,341
Transit,Kepler-196 c,47.427737,452
Transit,Kepler-196 b,20.739886,452
Transit,Kepler-195 c,34.096863,649
Transit,Kepler-195 b,8.307872,649
Transit,Kepler-194 d,52.814973,1218
Transit,Kepler-194 c,17.308032,1218
Transit,Kepler-194 b,2.092281,1218
Transit,Kepler-193 c,50.697494,1196
Transit,Kepler-193 b,11.38848,1196
Transit,Kepler-192 d,6.47027579,616
Transit,Kepler-192 c,21.2234,616
Transit,Kepler-192 b,9.926746,616
Transit,Kepler-191 d,5.94504102,626
Transit,Kepler-191 c,17.738506,626
Transit,Kepler-191 b,9.939632,626
Transit,Kepler-190 c,3.763024,455
Transit,Kepler-190 b,2.019999,455
Transit,Kepler-189 c,20.134866,618
Transit,Kepler-189 b,10.399931,618
Transit,Kepler-188 c,5.996553,896
Transit,Kepler-188 b,2.061897,896
Transit,Kepler-187 c,10.640263,867
Transit,Kepler-187 b,4.938864,867
Transit,Kepler-186 f,129.9441,172
Transit,Kepler-186 e,22.407704,172
Transit,Kepler-186 d,13.342996,172
Transit,Kepler-186 c,7.267302,172
Transit,Kepler-186 b,3.8867907,172
Transit,Kepler-185 c,20.729042,511
Transit,Kepler-185 b,1.6329,511
Transit,Kepler-184 d,29.022358,716
Transit,Kepler-184 c,20.303005,716
Transit,Kepler-184 b,10.687576,716
Transit,Kepler-183 c,11.637071,1015
Transit,Kepler-183 b,5.687945,1015
Transit,Kepler-182 c,20.684342,1409
Transit,Kepler-182 b,9.825792,1409
Transit,Kepler-181 c,4.302149,667
Transit,Kepler-181 b,3.137873,667
Transit,Kepler-180 c,41.885775,675
Transit,Kepler-180 b,13.817124,675
Transit,Kepler-179 c,6.40013,660
Transit,Kepler-179 b,2.735926,660
Transit,Kepler-178 d,96.678988,741
Transit,Kepler-178 c,20.552802,741
Transit,Kepler-178 b,9.576694,741
Transit,Kepler-177 c,49.412,1068
Transit,Kepler-177 b,36.855,1068
Transit,Kepler-176 e,51.16579,564
Transit,Kepler-176 d,25.751974,564
Transit,Kepler-176 c,12.759712,564
Transit,Kepler-176 b,5.433074,564
Transit,Kepler-175 c,34.035257,1279
Transit,Kepler-175 b,11.903515,1279
Transit,Kepler-174 d,247.35373,371
Transit,Kepler-174 c,44.000529,371
Transit,Kepler-174 b,13.98179,371
Transit,Kepler-173 c,8.005777,810
Transit,Kepler-173 b,4.263742,810
Transit,Kepler-172 e,35.118736,796
Transit,Kepler-172 d,14.627119,796
Transit,Kepler-172 c,6.388996,796
Transit,Kepler-172 b,2.940309,796
Transit,Kepler-171 d,39.595519,1026
Transit,Kepler-171 c,11.463462,1026
Transit,Kepler-171 b,4.166972,1026
Transit,Kepler-170 c,16.665863,743
Transit,Kepler-170 b,7.930592,743
Transit,Kepler-169 f,87.090195,434
Transit,Kepler-169 e,13.767102,434
Transit,Kepler-169 d,8.348125,434
Transit,Kepler-169 c,6.195469,434
Transit,Kepler-169 b,3.250619,434
Transit,Kepler-168 c,13.193242,1476
Transit,Kepler-168 b,4.425391,1476
Transit,Kepler-167 e,1071.23228,330
Transit,Kepler-167 d,21.803855,330
Transit,Kepler-167 c,7.406114,330
Transit,Kepler-167 b,4.3931632,330
Transit,Kepler-166 d,1.55400393,655
Transit,Kepler-166 c,34.260281,655
Transit,Kepler-166 b,7.650254,655
Transit,Kepler-165 c,15.31299,581
Transit,Kepler-165 b,8.180848,581
Transit,Kepler-164 d,28.986769,991
Transit,Kepler-164 c,10.945723,991
Transit,Kepler-164 b,5.03503,991
Transit,Kepler-163 c,21.347262,750
Transit,Kepler-163 b,7.810937,750
Transit,Kepler-162 c,19.446355,905
Transit,Kepler-162 b,6.919798,905
Transit,Kepler-161 c,7.06424,464
Transit,Kepler-161 b,4.921355,464
Transit,Kepler-160 c,13.699087,841
Transit,Kepler-160 b,4.309427,841
Transit,Kepler-159 c,43.595792,397
Transit,Kepler-159 b,10.139623,397
Transit,Kepler-158 c,28.551383,351
Transit,Kepler-158 b,16.709184,351
Transit,Kepler-157 d,7.02573474,749
Transit,Kepler-157 c,13.5405,749
Transit,Kepler-157 b,1.732342,749
Transit,Kepler-156 c,15.906801,439
Transit,Kepler-156 b,4.973456,439
Transit,Kepler-155 c,52.661793,293
Transit,Kepler-155 b,5.931194,293
Transit,Kepler-154 f,9.91935684,855
Transit,Kepler-154 e,3.93276465,855
Transit,Kepler-154 d,20.54981883,855
Transit,Kepler-154 c,62.303276,855
Transit,Kepler-154 b,33.040532,855
Transit,Kepler-153 c,46.90232,504
Transit,Kepler-153 b,18.870227,504
Transit,Kepler-152 c,88.255055,459
Transit,Kepler-152 b,18.207973,459
Transit,Kepler-151 c,24.674612,661
Transit,Kepler-151 b,15.228958,661
Transit,Kepler-150 f,637.2093,927
Transit,Kepler-150 e,30.826557,927
Transit,Kepler-150 d,12.56093,927
Transit,Kepler-150 c,7.381998,927
Transit,Kepler-150 b,3.428054,927
Transit,Kepler-149 d,160.018032,521
Transit,Kepler-149 c,55.328328,521
Transit,Kepler-149 b,29.198943,521
Transit,Kepler-148 d,51.84688575,796
Transit,Kepler-148 c,4.180043,796
Transit,Kepler-148 b,1.729366,796
Transit,Kepler-147 c,33.416423,902
Transit,Kepler-147 b,12.610584,902
Transit,Kepler-146 c,76.732171,799
Transit,Kepler-146 b,31.158799,799
Transit,Kepler-145 c,42.882,577
Transit,Kepler-145 b,22.951,577
Transit,Kepler-144 c,10.104665,487
Transit,Kepler-144 b,5.885273,487
Transit,Kepler-143 c,27.082511,746
Transit,Kepler-143 b,16.007583,746
Transit,Kepler-142 d,41.809118,583
Transit,Kepler-142 c,4.761702,583
Transit,Kepler-142 b,2.024152,583
Transit,Kepler-141 c,7.010606,301
Transit,Kepler-141 b,3.107675,301
Transit,Kepler-140 c,91.353282,572
Transit,Kepler-140 b,3.25427,572
Transit,Kepler-139 c,157.072878,417
Transit,Kepler-139 b,15.771044,417
Transit,Kepler-138 d,23.0881,52.4
Transit,Kepler-138 c,13.7813,52.4
Transit,Kepler-138 b,10.3126,52.4
Transit,Kepler-137 c,18.735753,289
Transit,Kepler-137 b,8.436387,289
Transit,Kepler-136 c,16.399235,366
Transit,Kepler-136 b,11.5789,366
Transit,Kepler-135 c,11.448708,604
Transit,Kepler-135 b,6.00253,604
Transit,Kepler-134 c,10.105785,369
Transit,Kepler-134 b,5.317429,369
Transit,Kepler-133 c,31.517586,530
Transit,Kepler-133 b,8.129976,530
Transit,Kepler-132 e,110.2869374,303
Transit,Kepler-132 d,18.010199,303
Transit,Kepler-132 c,6.414914,303
Transit,Kepler-132 b,6.178196,303
Transit,Kepler-131 c,25.5169,235
Transit,Kepler-131 b,16.092,235
Transit,Kepler-130 d,87.517905,330
Transit,Kepler-130 c,27.50868,330
Transit,Kepler-130 b,8.457458,330
Transit,Kepler-129 c,82.20017,371
Transit,Kepler-129 b,15.79186,371
Transit,Kepler-128 c,22.804,399
Transit,Kepler-128 b,15.09,399
Transit,Kepler-127 d,48.630408,353
Transit,Kepler-127 c,29.393195,353
Transit,Kepler-127 b,14.435889,353
Transit,Kepler-126 d,100.283134,231
Transit,Kepler-126 c,21.869741,231
Transit,Kepler-126 b,10.495711,231
Transit,Kepler-125 c,5.774464,171
Transit,Kepler-125 b,4.164389,171
Transit,Kepler-124 d,30.950851,383
Transit,Kepler-124 c,13.821375,383
Transit,Kepler-124 b,3.410493,383
Transit,Kepler-123 c,26.695074,934
Transit,Kepler-123 b,17.232366,934
Transit,Kepler-122 e,37.993273,946
Transit,Kepler-122 d,21.587475,946
Transit,Kepler-122 c,12.465988,946
Transit,Kepler-122 b,5.766193,946
Transit,Kepler-121 c,41.008011,622
Transit,Kepler-121 b,3.177422,622
Transit,Kepler-120 c,12.794585,376
Transit,Kepler-120 b,6.312501,376
Transit,Kepler-119 c,4.125103,733
Transit,Kepler-119 b,2.422082,733
Transit,Kepler-118 c,20.17202,577
Transit,Kepler-118 b,7.518496,577
Transit,Kepler-117 c,50.790391,1430
Transit,Kepler-117 b,18.7959228,1430
Transit,Kepler-116 c,13.07163,987
Transit,Kepler-116 b,5.968734,987
Transit,Kepler-115 c,8.990889,631
Transit,Kepler-115 b,2.403679,631
Transit,Kepler-114 d,11.776,255
Transit,Kepler-114 c,8.041,255
Transit,Kepler-114 b,5.188549,255
Transit,Kepler-113 c,8.92507,255
Transit,Kepler-113 b,4.754,255
Transit,Kepler-112 c,28.574263,499
Transit,Kepler-112 b,8.408878,499
Transit,Kepler-111 c,224.784608,698
Transit,Kepler-111 b,3.341815,698
Transit,Kepler-110 c,31.719775,692
Transit,Kepler-110 b,12.691112,692
Transit,Kepler-109 c,21.2227,482
Transit,Kepler-109 b,6.48163,482
Transit,Kepler-108 c,190.323494,729
Transit,Kepler-108 b,49.183921,729
Transit,Kepler-107 e,14.749049,512
Transit,Kepler-107 d,7.958203,512
Transit,Kepler-107 c,4.901425,512
Transit,Kepler-107 b,3.179997,512
Transit,Kepler-106 e,43.8445,451
Transit,Kepler-106 d,23.9802,451
Transit,Kepler-106 c,13.5708,451
Transit,Kepler-106 b,6.16486,451
Transit,Kepler-105 c,7.1262,524
Transit,Kepler-105 b,5.4122,524
Transit,Kepler-104 d,51.755394,403
Transit,Kepler-104 c,23.668205,403
Transit,Kepler-104 b,11.427548,403
Transit,Kepler-103 c,179.612,485
Transit,Kepler-103 b,15.9654,485
Transit,Kepler-102 f,27.4536,110
Transit,Kepler-102 e,16.1457,110
Transit,Kepler-102 d,10.3117,110
Transit,Kepler-102 c,7.07142,110
Transit,Kepler-102 b,5.28696,110
Transit,Kepler-101 c,6.02976,657
Transit,Kepler-101 b,3.4876812,657
Transit,Kepler-100 d,35.3331,297
Transit,Kepler-100 c,12.8159,297
Transit,Kepler-100 b,6.88705,297
Transit,Kepler-99 b,4.60358,210
Transit,Kepler-98 b,1.54168,390
Transit,Kepler-97 b,2.58664,393
Transit,Kepler-96 b,16.2385,134
Transit,Kepler-95 b,11.5231,443
Transit,Kepler-94 b,2.50806,191
Transit,Kepler-92 d,49.3568,444
Transit,Kepler-92 c,26.723,444
Transit,Kepler-92 b,13.749,444
Transit,Kepler-91 b,6.24658,1030
Transit,Kepler-87 c,191.2318,1525
Transit,Kepler-87 b,114.73635,1525
Transit,Kepler-85 e,25.216751,789
Transit,Kepler-85 d,17.91323,789
Transit,Kepler-85 c,12.513,789
Transit,Kepler-85 b,8.306,789
Transit,Kepler-84 f,44.552169,1066
Transit,Kepler-84 e,27.434389,1066
Transit,Kepler-84 d,4.224537,1066
Transit,Kepler-84 c,12.883,1066
Transit,Kepler-84 b,8.726,1066
Transit,Kepler-83 d,5.169796,365
Transit,Kepler-83 c,20.09,365
Transit,Kepler-83 b,9.77,365
Transit,Kepler-82 e,5.902206,987
Transit,Kepler-82 d,2.382961,987
Transit,Kepler-82 c,51.538,987
Transit,Kepler-82 b,26.444,987
Transit,Kepler-81 d,20.837846,366
Transit,Kepler-81 c,12.04,366
Transit,Kepler-81 b,5.955,366
Transit,Kepler-80 g,14.64558,357
Transit,Kepler-80 f,0.9867873,357
Transit,Kepler-80 e,4.64489,357
Transit,Kepler-80 d,3.07222,357
Transit,Kepler-80 c,9.52355,357
Transit,Kepler-80 b,7.05246,357
Transit,Kepler-79 e,81.0659,995
Transit,Kepler-79 d,52.0902,995
Transit,Kepler-79 c,27.4029,995
Transit,Kepler-79 b,13.4845,995
Transit,Kepler-77 b,3.57878087,570
Transit,Kepler-75 b,8.8849116,1140
Transit,Kepler-74 b,7.340711,1330
Transit,Kepler-69 c,242.4613,584
Transit,Kepler-69 b,13.722341,584
Transit,Kepler-68 c,9.60504,135
Transit,Kepler-68 b,5.39876,135
Transit,Kepler-67 b,15.7259,1107
Transit,Kepler-66 b,17.815815,1107
Transit,Kepler-65 d,8.13123,291
Transit,Kepler-65 c,5.859944,291
Transit,Kepler-65 b,2.15491,291
Transit,Kepler-63 b,9.4341505,200
Transit,Kepler-62 f,267.291,368
Transit,Kepler-62 e,122.3874,368
Transit,Kepler-62 d,18.16406,368
Transit,Kepler-62 c,12.4417,368
Transit,Kepler-62 b,5.714932,368
Transit,Kepler-61 b,59.87756,314
Transit,Kepler-60 d,11.8981,899
Transit,Kepler-60 c,8.9187,899
Transit,Kepler-60 b,7.1334,899
Transit,Kepler-59 c,17.9801235,1021
Transit,Kepler-59 b,11.8681707,1021
Transit,Kepler-58 d,40.101371,1562
Transit,Kepler-58 c,15.5741568,1562
Transit,Kepler-58 b,10.2184954,1562
Transit,Kepler-57 c,11.6092567,674
Transit,Kepler-57 b,5.7293196,674
Transit,Kepler-56 c,21.40239,914
Transit,Kepler-56 b,10.5016,914
Transit,Kepler-55 f,10.198545,568
Transit,Kepler-55 e,4.617534,568
Transit,Kepler-55 d,2.211099,568
Transit,Kepler-55 c,42.1516418,568
Transit,Kepler-55 b,27.9481449,568
Transit,Kepler-54 d,20.995694,234
Transit,Kepler-54 c,12.0717249,234
Transit,Kepler-54 b,8.0109434,234
Transit,Kepler-53 d,9.751962,1235
Transit,Kepler-53 c,38.5583038,1235
Transit,Kepler-53 b,18.6489525,1235
Transit,Kepler-52 d,36.445171,336
Transit,Kepler-52 c,16.3850021,336
Transit,Kepler-52 b,7.8773565,336
Transit,Kepler-51 d,130.194,1013
Transit,Kepler-51 c,85.312,1013
Transit,Kepler-51 b,45.154,1013
Transit,Kepler-50 c,9.37647,255
Transit,Kepler-50 b,7.81254,255
Transit,Kepler-49 e,18.596108,306
Transit,Kepler-49 d,2.576549,306
Transit,Kepler-49 c,10.9129343,306
Transit,Kepler-49 b,7.2037945,306
Transit,Kepler-47 c,303.137,1500
Transit,Kepler-47 b,49.532,1500
Transit,Kepler-46 d,6.766589,855
Transit,Kepler-46 b,33.60134,855
Transit,Kepler-45 b,2.455239,333
Transit,Kepler-44 b,3.2467293,2250
Transit,Kepler-43 b,3.0240949,1950
Transit,Kepler-42 d,1.865169,38.7
Transit,Kepler-42 c,0.45328509,38.7
Transit,Kepler-42 b,1.2137672,38.7
Transit,Kepler-41 b,1.8555582,770
Transit,Kepler-40 b,6.87349,2700
Transit,Kepler-39 b,21.08721,1200
Transit,Kepler-38 b,105.599,600
Transit,Kepler-37 d,39.7922,66
Transit,Kepler-37 c,21.302,66
Transit,Kepler-37 b,13.36731,66
Transit,Kepler-36 c,16.23855,470
Transit,Kepler-36 b,13.83989,470
Transit,Kepler-35 b,131.458,1645
Transit,Kepler-34 b,288.822,1499
Transit,Kepler-33 f,41.02902,1113
Transit,Kepler-33 e,31.7844,1113
Transit,Kepler-33 d,21.77596,1113
Transit,Kepler-33 c,13.17562,1113
Transit,Kepler-33 b,5.66793,1113
Transit,Kepler-32 f,0.74296,303
Transit,Kepler-32 e,2.896,303
Transit,Kepler-32 d,22.7802,303
Transit,Kepler-32 c,8.7522,303
Transit,Kepler-32 b,5.90124,303
Transit,Kepler-31 d,87.6451,2100
Transit,Kepler-31 c,42.6318,2100
Transit,Kepler-31 b,20.8613,2100
Transit,Kepler-30 d,143.34394,1400
Transit,Kepler-30 c,60.323105,1400
Transit,Kepler-30 b,29.33434,1400
Transit,Kepler-29 c,13.2884,1400
Transit,Kepler-29 b,10.3384,1400
Transit,Kepler-28 c,8.9858,472
Transit,Kepler-28 b,5.9123,472
Transit,Kepler-27 c,31.3309,1140
Transit,Kepler-27 b,15.3348,1140
Transit,Kepler-26 e,46.827915,339
Transit,Kepler-26 d,3.543919,339
Transit,Kepler-26 c,17.2559,339
Transit,Kepler-26 b,12.28,339
Transit,Kepler-25 c,12.7204,254.26
Transit,Kepler-25 b,6.2385,254.26
Transit,Kepler-24 e,18.998355,1200
Transit,Kepler-24 d,4.244384,1200
Transit,Kepler-24 c,12.3335,1200
Transit,Kepler-24 b,8.1453,1200
Transit,Kepler-23 d,15.274299,800
Transit,Kepler-23 c,10.7421,800
Transit,Kepler-23 b,7.1073,800
Transit,Kepler-22 b,289.8623,190
Transit,Kepler-21 b,2.78578,113
Transit,Kepler-20 f,19.57758478,290
Transit,Kepler-20 e,6.09852281,290
Transit,Kepler-20 d,77.61130017,290
Transit,Kepler-20 c,10.85409089,290
Transit,Kepler-20 b,3.69611525,290
Transit,Kepler-19 b,9.28716,2119
Transit,Kepler-18 d,14.85888,507
Transit,Kepler-18 c,7.64159,507
Transit,Kepler-18 b,3.504725,507
Transit,Kepler-17 b,1.4857108,800
Transit,Kepler-16 b,228.776,61
Transit,Kepler-15 b,4.942782,598
Transit,Kepler-14 b,6.790123,980
Transit,Kepler-12 b,4.4379629,600
Transit,Kepler-11 g,118.3807,613
Transit,Kepler-11 f,46.6888,613
Transit,Kepler-11 e,31.9996,613
Transit,Kepler-11 d,22.6845,613
Transit,Kepler-11 c,13.0241,613
Transit,Kepler-11 b,10.3039,613
Transit,Kepler-10 c,45.294301,173
Transit,Kepler-10 b,0.837491,173
Transit,Kepler-9 d,1.592851,650
Transit,Kepler-9 c,38.91,650
Transit,Kepler-9 b,19.24,650
Transit,Kepler-8 b,3.5224991,1330
Transit,Kepler-7 b,4.8854892,907
Transit,Kepler-6 b,3.2346996,590
Transit,Kepler-5 b,3.5484657,898
Transit,Kepler-4 b,3.21346,550
Transit,KELT-21 b,3.6127647,415
Transit,KELT-20 b,3.4741085,139.7
Transit,KELT-19 A b,4.6117093,292
Transit,KELT-18 b,2.8717518,311
Transit,KELT-17 b,3.0801716,210
Transit,KELT-16 b,0.9689951,395.26
Transit,KELT-15 b,3.32944,291
Transit,KELT-14 b,1.7100566,266
Transit,KELT-12 b,5.031623,360
Transit,KELT-11 b,4.736529,98
Transit,KELT-10 b,4.1662739,183
Transit,KELT-9 b,1.4811235,188.7
Transit,KELT-8 b,3.24406,236
Transit,KELT-7 b,2.73477,129
Transit,KELT-6 b,7.8457,222
Transit,KELT-4 A b,2.9895932,210
Transit,KELT-3 b,2.70339,178
Transit,KELT-2 A b,4.11379,124.22
Transit,KELT-1 b,1.217514,262
Transit,K2-233 d,24.3662,69
Transit,K2-233 c,7.06142,69
Transit,K2-233 b,2.46746,69
Transit,K2-232 b,11.168454,129.97
Transit,K2-231 b,13.841901,295
Transit,K2-229 c,8.32834,104
Transit,K2-229 b,0.584249,104
Transit,K2-167 b,9.977481,78.12
Transit,K2-155 d,40.718,82
Transit,K2-155 c,13.85,82
Transit,K2-155 b,6.342,82
Transit,K2-154 c,7.95478,133
Transit,K2-154 b,3.67635,133
Transit,K2-153 b,7.51554,126
Transit,K2-152 b,32.6527,112
Transit,K2-151 b,3.835592,62.7
Transit,K2-150 b,10.59357,110
Transit,K2-149 b,11.332,118
Transit,K2-148 d,9.7579,121
Transit,K2-148 c,6.9226,121
Transit,K2-148 b,4.38395,121
Transit,K2-147 b,0.961917,88
Transit,K2-146 b,2.644646,86
Transit,K2-141 c,7.7485,58.77
Transit,K2-141 b,0.2803244,58.77
Transit,K2-140 b,6.5693,340.24
Transit,K2-139 b,28.38236,152
Transit,K2-138 f,12.75759,183
Transit,K2-138 e,8.26144,183
Transit,K2-138 d,5.40478,183
Transit,K2-138 c,3.55987,183
Transit,K2-138 b,2.35322,183
Transit,K2-123 b,30.956763,156
Transit,K2-122 b,2.219405,74
Transit,K2-117 c,5.44482,100
Transit,K2-117 b,1.291505,100
Transit,K2-116 b,4.655411,56.15
Transit,K2-65 b,12.6475,78.06
Transit,K2-18 b,32.93963,34
Transit,HIP 116454 b,9.1205,55.2
Transit,HIP 41378 f,324,116.14
Transit,HIP 41378 e,131,116.14
Transit,HIP 41378 d,156,116.14
Transit,HIP 41378 c,31.6978,116.14
Transit,HIP 41378 b,15.5712,116.14
Transit,HD 89345 b,11.81399,126.74
Transit,HD 3167 c,29.8454,45.8
Transit,HD 3167 b,0.959641,45.8
Transit,HATS-53 b,3.8537768,613
Transit,HATS-52 b,1.36665436,631
Transit,HATS-51 b,3.3488702,478
Transit,HATS-50 b,3.8297015,717
Transit,HATS-46 b,4.7423729,448
Transit,HATS-45 b,4.1876244,818
Transit,HATS-44 b,2.7439004,463
Transit,HATS-43 b,4.3888497,341
Transit,HATS-42 b,2.292102,942
Transit,HATS-41 b,4.193649,800
Transit,HATS-40 b,3.2642736,1431
Transit,HATS-39 b,4.5776348,773
Transit,HATS-36 b,4.1752387,962
Transit,HATS-35 b,1.8209993,557
Transit,HATS-34 b,2.1061607,532
Transit,HATS-33 b,2.5495551,255
Transit,HATS-32 b,2.8126548,839
Transit,HATS-31 b,3.37796,872
Transit,HATS-30 b,3.1743516,339
Transit,HATS-29 b,4.6058749,351
Transit,HATS-28 b,3.1810781,521
Transit,HATS-27 b,4.637038,840
Transit,HATS-26 b,3.3023881,907
Transit,HATS-25 b,4.2986432,466
Transit,HATS-24 b,1.3484954,510
Transit,HATS-23 b,2.1605156,747
Transit,HATS-22 b,4.7228124,207.9
Transit,HATS-18 b,0.8378434,645
Transit,HATS-17 b,16.254611,339
Transit,HATS-16 b,2.686502,774
Transit,HATS-15 b,1.74748753,689
Transit,HATS-14 b,2.7667641,513
Transit,HATS-13 b,3.0440499,476
Transit,HATS-10 b,3.312846,496
Transit,HATS-9 b,1.915311,622
Transit,HATS-8 b,3.583893,829
Transit,HATS-7 b,3.185315,257
Transit,HATS-6 b,3.3252725,148.4
Transit,HATS-5 b,4.763387,257
Transit,HATS-4 b,2.516729,420
Transit,HATS-3 b,3.54785,453
Transit,HATS-2 b,1.354133,360
Transit,HATS-1 b,3.446459,303
Transit,HAT-P-67 b,4.8101025,320
Transit,HAT-P-66 b,2.972086,927
Transit,HAT-P-65 b,2.6054552,841
Transit,HAT-P-57 b,2.4653,303
Transit,HAT-P-56 b,2.79083,310.5
Transit,HAT-P-55 b,3.5852467,480
Transit,HAT-P-53 b,1.9616241,719
Transit,HAT-P-52 b,2.7535953,385
Transit,HAT-P-51 b,4.2180278,470
Transit,HAT-P-50 b,3.1220109,497
Transit,HAT-P-49 b,2.69155,322
Transit,HAT-P-46 b,4.463129,296
Transit,HAT-P-45 b,3.128992,305
Transit,HAT-P-44 b,4.301219,363
Transit,HAT-P-43 b,3.332687,542
Transit,HAT-P-42 b,4.641878,447
Transit,HAT-P-41 b,2.69405,344
Transit,HAT-P-40 b,4.45724,501
Transit,HAT-P-39 b,3.54387,642
Transit,HAT-P-38 b,4.640382,249
Transit,HAT-P-37 b,2.797436,411
Transit,HAT-P-36 b,1.32735,317
Transit,HAT-P-35 b,3.64671,535
Transit,HAT-P-34 b,5.45265,257
Transit,HAT-P-33 b,3.47447,387
Transit,HAT-P-32 b,2.15001,283
Transit,HAT-P-31 b,5.00542,354
Transit,HAT-P-30 b,2.8106,193
Transit,HAT-P-29 b,5.72319,322
Transit,HAT-P-28 b,3.257215,395
Transit,HAT-P-27 b,3.039577,204
Transit,HAT-P-26 b,4.23452,134
Transit,HAT-P-25 b,3.652836,297
Transit,HAT-P-24 b,3.35524,396
Transit,HAT-P-23 b,1.21288,393
Transit,HAT-P-22 b,3.21222,82
Transit,HAT-P-21 b,4.12448,254
Transit,HAT-P-20 b,2.875317,70
Transit,HAT-P-19 b,4.008778,215
Transit,HAT-P-18 b,5.508023,166
Transit,HAT-P-17 b,10.33852,90
Transit,HAT-P-16 b,2.77596,235
Transit,HAT-P-15 b,10.8635,190
Transit,HAT-P-14 b,4.62767,205
Transit,HAT-P-13 b,2.91625,214
Transit,HAT-P-12 b,3.2130598,142.5
Transit,HAT-P-11 b,4.88782,38
Transit,HAT-P-9 b,3.92289,480
Transit,HAT-P-8 b,3.07634,230
Transit,HAT-P-7 b,2.20474,320
Transit,HAT-P-6 b,3.85298,261
Transit,HAT-P-5 b,2.78849,340
Transit,HAT-P-4 b,3.056536,314
Transit,HAT-P-3 b,2.8997,138
Transit,HAT-P-2 b,5.63347,135.32
Transit,HAT-P-1 b,4.46529976,139
Transit,GJ 9827 d,6.20141,30.3
Transit,GJ 9827 c,3.64802,30.3
Transit,GJ 9827 b,1.208957,30.3
Transit,GJ 1214 b,1.58040456,12.95
Transit,GJ 1132 b,1.6289287,12.04
Transit,EPIC 211945201 b,19.49213,182.6
Transit,CoRoT-29 b,2.85057,765
Transit,CoRoT-28 b,5.20851,560
Transit,CoRoT-26 b,4.20474,1670
Transit,CoRoT-25 b,4.86069,1000
Transit,CoRoT-24 c,11.759,600
Transit,CoRoT-24 b,5.1134,600
Transit,CoRoT-23 b,3.6313,600
Transit,CoRoT-22 b,9.75598,592
Transit,CoRoT-20 b,9.24285,1230
Transit,CoRoT-19 b,3.89713,770
Transit,CoRoT-18 b,1.9000693,870
Transit,CoRoT-17 b,3.7681,920
Transit,CoRoT-16 b,5.35227,840
Transit,CoRoT-14 b,1.51214,1340
Transit,CoRoT-13 b,4.03519,1060
Transit,CoRoT-12 b,2.828042,1150
Transit,CoRoT-11 b,2.99433,560
Transit,CoRoT-10 b,13.2406,345
Transit,CoRoT-9 b,95.272656,460
Transit,CoRoT-8 b,6.21229,380
Transit,CoRoT-7 b,0.85359,153.7
Transit,CoRoT-3 b,4.2568,680
Transit,CoRoT-2 b,1.7429935,200
Radial Velocity,YZ Cet d,4.65627,3.6
Radial Velocity,YZ Cet c,3.06008,3.6
Radial Velocity,YZ Cet b,1.96876,3.6
Radial Velocity,XO-2 S c,120.8,148
Radial Velocity,XO-2 S b,18.157,148
Radial Velocity,xi Aql b,136.75,62.66
Radial Velocity,Wolf 1061 d,217.21,4.3
Radial Velocity,Wolf 1061 c,17.8719,4.3
Radial Velocity,Wolf 1061 b,4.8869,4.3
Radial Velocity,WASP-94 B b,2.00839,180
Radial Velocity,WASP-47 c,580.7,200
Radial Velocity,WASP-41 c,421,180
Radial Velocity,WASP-8 c,4323,87
Radial Velocity,V830 Tau b,4.927,150
Radial Velocity,ups And d,1276.46,13.47
Radial Velocity,ups And c,241.258,13.47
Radial Velocity,ups And b,4.617033,13.47
Radial Velocity,TYC 4282-00605-1 b,101.54,700
Radial Velocity,TYC 3667-1280-1 b,26.468,481
Radial Velocity,TYC 3318-01333-1 b,562,555.32
Radial Velocity,TYC 1422-614-1 c,559.3,759
Radial Velocity,TYC 1422-614-1 b,198.4,759
Radial Velocity,tau Gem b,305.5,92.51
Radial Velocity,tau Cet h,49.41,3.65
Radial Velocity,tau Cet g,20,3.65
Radial Velocity,tau Cet f,636.13,3.65
Radial Velocity,tau Cet e,162.87,3.65
